"ID","File_name","Report_ID","Site","Prefecture","remains","type","rim_diameter","hight","Reference","Target","Traces_of_processing","Phase"
244,"KYc145",145,"山科寺内町遺跡","Kyoto","石室3","京Sb",8.8,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
245,"KYc146",146,"山科寺内町遺跡","Kyoto","石室3","京Sb",8.9,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
246,"KYc147",147,"山科寺内町遺跡","Kyoto","石室3","京Sb",8.8,1.6,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
248,"KYc149",149,"山科寺内町遺跡","Kyoto","石室3","京Sb",9.1,1.6,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
252,"KYc153",153,"山科寺内町遺跡","Kyoto","石室4","京Sb",9.6,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
253,"KYc154",154,"山科寺内町遺跡","Kyoto","石室4","京Sb",9.2,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
254,"KYc155",155,"山科寺内町遺跡","Kyoto","石室4","京Sb",9,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
255,"KYc156",156,"山科寺内町遺跡","Kyoto","石室4","京Sb",9.4,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
256,"KYc157",157,"山科寺内町遺跡","Kyoto","石室4","京Sb",9,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
257,"KYc158",158,"山科寺内町遺跡","Kyoto","石室4","京Sb",8.9,1.8,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
258,"KYc159",159,"山科寺内町遺跡","Kyoto","石室4","京Sb",9,1.7,"岡田・浜崎1985",TRUE,"8_不明・不明瞭","京都10A-B段階"
264,"KYd006",6,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.2,2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
265,"KYd007",7,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.1,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
266,"KYd008",8,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.2,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
267,"KYd009",9,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.2,2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
268,"KYd010",10,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.3,2.1,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
269,"KYd011",11,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.4,2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
270,"KYd012",12,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.4,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
272,"KYd014",14,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",8.7,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
273,"KYd015",15,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",9.9,2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
274,"KYd016",16,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",9.6,2.4,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
275,"KYd017",17,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",10,2.3,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
276,"KYd018",18,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",10.1,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
277,"KYd019",19,"平安京左京三条四坊七町跡","Kyoto","SK415","京S",10.5,2.4,"平尾2019",TRUE,"8_不明・不明瞭","京都9C段階"
320,"KYe375",375,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.2,1.6,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
321,"KYe376",376,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.3,1.9,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
322,"KYe377",377,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.4,1.8,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
323,"KYe378",378,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.5,1.7,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
324,"KYe379",379,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.5,2,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
325,"KYe380",380,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.6,1.6,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
326,"KYe381",381,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.7,1.9,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
327,"KYe382",382,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.8,1.8,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
328,"KYe383",383,"平安京左京五条三坊十町跡・烏丸綾小路遺跡","Kyoto","土坑170","京S",8.9,1.8,"（公財）京都市埋蔵文化財研究所2015",TRUE,"8_不明・不明瞭","京都9C段階"
374,"KYf015",15,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",7.1,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
375,"KYf016",16,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",7.5,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
376,"KYf017",17,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",7.8,1.4,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
377,"KYf018",18,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",8.5,2.1,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
378,"KYf019",19,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",8.5,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
379,"KYf020",20,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",8.7,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
380,"KYf021",21,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",8.9,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
381,"KYf022",22,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
382,"KYf023",23,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9,1.7,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
383,"KYf024",24,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",8.9,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
384,"KYf025",25,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.1,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
385,"KYf026",26,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.1,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
386,"KYf027",27,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.1,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
387,"KYf028",28,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.2,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
388,"KYf029",29,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.3,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
389,"KYf030",30,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.4,2.1,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
390,"KYf031",31,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.4,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
391,"KYf032",32,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",9.8,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
392,"KYf033",33,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",10,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
393,"KYf034",34,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",10.3,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
394,"KYf035",35,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",10.2,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
395,"KYf036",36,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",10.4,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
396,"KYf037",37,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",10.4,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
397,"KYf038",38,"平安京左京五条三坊六町跡","Kyoto","SK499","京S",10.5,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A段階"
444,"KYg005",5,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.6,1.7,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
445,"KYg006",6,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.8,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
446,"KYg007",7,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.9,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
447,"KYg008",8,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.9,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
448,"KYg009",9,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.3,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
449,"KYg010",10,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.5,1.7,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
450,"KYg011",11,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.7,1.7,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
451,"KYg012",12,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京Sb",8.7,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
452,"KYg013",13,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",8.8,1.7,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
453,"KYg014",14,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",8.9,1.7,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
454,"KYg015",15,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",9,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
455,"KYg016",16,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",9.2,1.8,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
456,"KYg017",17,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",9.4,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
457,"KYg018",18,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",9.7,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
458,"KYg019",19,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",9.8,1.9,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
459,"KYg020",20,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",9.9,2.1,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
460,"KYg021",21,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",10,2.2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
461,"KYg022",22,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",10.2,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
462,"KYg023",23,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",10.3,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
463,"KYg024",24,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",10.3,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
464,"KYg025",25,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",10.4,2.1,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
465,"KYg026",26,"平安京左京六条二坊五町跡・猪熊殿跡・本圀寺跡","Kyoto","SD166上層","京S",10.4,2,"平尾2019",TRUE,"8_不明・不明瞭","京都10A-B段階"
497,"KYh052",52,"山科本願寺跡","Kyoto","土坑2134","京Sb",8.8,1.8,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
501,"KYh056",56,"山科本願寺跡","Kyoto","土坑2134","京Sb",9,1.6,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
502,"KYh057",57,"山科本願寺跡","Kyoto","土坑2134","京Sb",9,1.5,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
505,"KYh060",60,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.1,1.6,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
506,"KYh061",61,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.2,1.6,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
508,"KYh063",63,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.2,1.7,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
509,"KYh064",64,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.2,1.9,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
510,"KYh065",65,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.2,1.9,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
511,"KYh066",66,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.4,1.9,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
513,"KYh068",68,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.4,1.8,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
514,"KYh069",69,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.4,1.7,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
515,"KYh070",70,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.4,1.8,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
516,"KYh071",71,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.6,2,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
517,"KYh072",72,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.6,1.5,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
519,"KYh074",74,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.6,1.7,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
520,"KYh075",75,"山科本願寺跡","Kyoto","土坑2134","京Sb",9.8,1.9,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
522,"KYh077",77,"山科本願寺跡","Kyoto","土坑2134","京S",10.6,1.9,"京都市文化市民局2012",TRUE,"8_不明・不明瞭","京都10A-B段階"
575,"TYa4447",4447,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
576,"TYa4448",4448,"石名田木舟遺跡","Toyama","SD7003","TI",8.8,1.7,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
577,"TYa4449",4449,"石名田木舟遺跡","Toyama","SD7003","TI",8.4,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
578,"TYa4450",4450,"石名田木舟遺跡","Toyama","SD7003","TI",9,1.8,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
579,"TYa4451",4451,"石名田木舟遺跡","Toyama","SD7003","TI",8.6,1.9,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
580,"TYa4452",4452,"石名田木舟遺跡","Toyama","SD7003","TI",8.4,1.7,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
581,"TYa4453",4453,"石名田木舟遺跡","Toyama","SD7003","TI",8.6,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
582,"TYa4454",4454,"石名田木舟遺跡","Toyama","SD7003","TI",9.1,2,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
583,"TYa4455",4455,"石名田木舟遺跡","Toyama","SD7003","TI",9.4,2.1,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
584,"TYa4456",4456,"石名田木舟遺跡","Toyama","SD7003","TI",9.3,1.8,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
585,"TYa4457",4457,"石名田木舟遺跡","Toyama","SD7003","TI",9.4,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
586,"TYa4458",4458,"石名田木舟遺跡","Toyama","SD7003","TI",9,2,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
587,"TYa4459",4459,"石名田木舟遺跡","Toyama","SD7003","TI",8.2,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
588,"TYa4460",4460,"石名田木舟遺跡","Toyama","SD7003","TI",8.2,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
589,"TYa4461",4461,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
590,"TYa4462",4462,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.9,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
591,"TYa4463",4463,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
592,"TYa4464",4464,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
593,"TYa4465",4465,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.8,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
594,"TYa4466",4466,"石名田木舟遺跡","Toyama","SD7003","TI",8.6,1.8,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
595,"TYa4467",4467,"石名田木舟遺跡","Toyama","SD7003","TI",9,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
596,"TYa4468",4468,"石名田木舟遺跡","Toyama","SD7003","TI",8.6,1.7,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
597,"TYa4469",4469,"石名田木舟遺跡","Toyama","SD7003","TI",8.4,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
598,"TYa4470",4470,"石名田木舟遺跡","Toyama","SD7003","TI",8.7,1.8,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
599,"TYa4471",4471,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,2,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
600,"TYa4472",4472,"石名田木舟遺跡","Toyama","SD7003","TI",9.2,1.9,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
601,"TYa4473",4473,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
602,"TYa4474",4474,"石名田木舟遺跡","Toyama","SD7003","TI",8.3,2,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
603,"TYa4475",4475,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.9,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
604,"TYa4476",4476,"石名田木舟遺跡","Toyama","SD7003","TI",8.3,2,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
605,"TYa4477",4477,"石名田木舟遺跡","Toyama","SD7003","TI",8.7,1.8,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
606,"TYa4478",4478,"石名田木舟遺跡","Toyama","SD7003","TI",8.6,1.7,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
607,"TYa4479",4479,"石名田木舟遺跡","Toyama","SD7003","TI",8.8,1.9,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
610,"TYa4482",4482,"石名田木舟遺跡","Toyama","SD7003","TI",8.4,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
611,"TYa4483",4483,"石名田木舟遺跡","Toyama","SD7003","TI",8.8,1.8,"（財）富山県文化振興財団2002",TRUE,"1_指ナデ+2字ナデ","富山2段階"
612,"TYa4484",4484,"石名田木舟遺跡","Toyama","SD7003","TI",8.7,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
613,"TYa4485",4485,"石名田木舟遺跡","Toyama","SD7003","TI",8.4,1.6,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
614,"TYa4486",4486,"石名田木舟遺跡","Toyama","SD7003","TI",8.8,1.8,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
615,"TYa4487",4487,"石名田木舟遺跡","Toyama","SD7003","TI",8.3,1.6,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
618,"TYa4490",4490,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
619,"TYa4491",4491,"石名田木舟遺跡","Toyama","SD7003","TI",8.5,1.6,"（財）富山県文化振興財団2002",TRUE,"1_指ナデ+2字ナデ","富山2段階"
620,"TYa4492",4492,"石名田木舟遺跡","Toyama","SD7003","TI",9.1,1.9,"（財）富山県文化振興財団2002",TRUE,"2_指ナデ+の字ナデ","富山2段階"
621,"TYa4493",4493,"石名田木舟遺跡","Toyama","SD7003","TI",9,2.1,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
622,"TYa4494",4494,"石名田木舟遺跡","Toyama","SD7003","TI",8.7,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
623,"TYa4495",4495,"石名田木舟遺跡","Toyama","SD7003","TI",9.1,2,"（財）富山県文化振興財団2002",TRUE,"4_一方向ナデ+の字ナデ","富山2段階"
624,"TYa4496",4496,"石名田木舟遺跡","Toyama","SD7003","TI",8.4,2,"（財）富山県文化振興財団2002",TRUE,"1_指ナデ+2字ナデ","富山2段階"
625,"TYa4497",4497,"石名田木舟遺跡","Toyama","SD7003","TI",8.9,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
626,"TYa4498",4498,"石名田木舟遺跡","Toyama","SD7003","TI",8,1.9,"（財）富山県文化振興財団2002",TRUE,"8_不明・不明瞭","富山2段階"
